127.0.0.1 - - [10/Apr/2017:15:52:29 +0300] "GET / HTTP/1.1" 404 988
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:34 +0300] "GET /Test2/index.html HTTP/1.1" 200 17134
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:34 +0300] "GET /css/d3.geomap.css HTTP/1.1" 404 1022
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:34 +0300] "GET /Test2/js/app-ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:34 +0300] "GET /Test2/js/gauge.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:34 +0300] "GET /Test2/js/d3.geomap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:34 +0300] "GET /Test2/js/draggable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:34 +0300] "GET /Test2/js/gradientPie.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:34 +0300] "GET /resources/demos/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:34 +0300] "GET /Test2/js/world.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:36 +0300] "GET /resources/demos/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:36 +0300] "GET /favicon.ico HTTP/1.1" 404 1010
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:45 +0300] "GET /Test2/CompletnessController?option=2&country=EE&service=Regulatory+Reporting&rowno=10&parameter4=5&date1=&date2= HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:53:52 +0300] "GET /Test2/CompletnessController?option=1&parameter1=EE&parameter2=DQKPI&parameter3=10&parameter4=5 HTTP/1.1" 200 171
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:54:01 +0300] "GET /Test2/CompletnessController?option=2&country=EE&service=Regulatory+Reporting&rowno=10&parameter4=5&date1=&date2= HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:54:07 +0300] "GET /Test2/CompletnessController?option=1&parameter1=EE&parameter2=DQKPI&parameter3=10&parameter4=5 HTTP/1.1" 200 171
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:54:17 +0300] "GET /Test2/CompletnessController?option=1&parameter1=EE&parameter2=DQKPI&parameter3=10&parameter4=5 HTTP/1.1" 200 171
0:0:0:0:0:0:0:1 - - [10/Apr/2017:15:54:22 +0300] "GET /Test2/CompletnessController?option=1&parameter1=EE&parameter2=DQKPI&parameter3=7&parameter4=5 HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [10/Apr/2017:16:09:50 +0300] "GET /Test2/CompletnessController?option=1&parameter1=EE&parameter2=DQKPI&parameter3=7&parameter4=5 HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [10/Apr/2017:16:10:09 +0300] "GET /Test2/CompletnessController?option=1&parameter1=EE&parameter2=DQKPI&parameter3=10&parameter4=5 HTTP/1.1" 200 171
0:0:0:0:0:0:0:1 - - [10/Apr/2017:16:10:21 +0300] "GET /Test2/CompletnessController?option=1&parameter1=EE&parameter2=DQKPI&parameter3=5&parameter4=10 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:16:10:24 +0300] "GET /Test2/CompletnessController?option=1&parameter1=EE&parameter2=DQKPI&parameter3=5&parameter4=10 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:16:10:31 +0300] "GET /Test2/CompletnessController?option=1&parameter1=GR&parameter2=DQKPI&parameter3=5&parameter4=10 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:16:10:37 +0300] "GET /Test2/CompletnessController?option=1&parameter1=GR&parameter2=DQKPI&parameter3=8&parameter4=10 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:16:11:03 +0300] "GET /Test2/CompletnessController?option=1&parameter1=GR&parameter2=DQKPI&parameter3=8&parameter4=10 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:16:11:05 +0300] "GET /Test2/CompletnessController?option=1&parameter1=GR&parameter2=DQKPI&parameter3=8&parameter4=10 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [10/Apr/2017:16:11:08 +0300] "GET /Test2/CompletnessController?option=2&country=GR&service=BB+Data+Warehouse&rowno=8&parameter4=10&date1=&date2= HTTP/1.1" 200 1613
